編號,韓文,羅馬拼音,中文,英文
3046,요새,yosae,最近、近來 / 要塞,"recently,lately"
3047,이상적,isangjeok,理想的 / 異常的,Ideal / Abnormal
3048,일쑤,ilssu,常有的事、習慣,Habitual practice
3049,일체,ilche,一切、全部,"All, everything,the whole"
3050,자꾸만,jakkuman,屢屢、老是、頻頻,Repeatedly (emphasized)
3051,잦다,jatda,頻繁、頻密 / 平息,"Be frequent, incessant"
3052,절망,jeolmang,絕望,"despair,hopelessness"
3053,접다,jeopda,折疊、折、放棄,Fold up
3054,제시되다,jesidoeda,被提出、被呈現（被動）,To be presented
3055,주방,jubang,廚房,"A kitchen, a cookroom"
3056,진출하다,jinchulhada,進軍、進出、挺進,"Penetrate into, advance"
3057,짜증,jjajeung,煩躁、厭煩、發脾氣,Annoyance
3058,첫날,cheonnal,第一天、首日,The first day
3059,통과하다,tonggwahada,通過,Passage through
3060,투명하다,tumyeonghada,透明,"To be transparent, clear"
3061,확산되다,hwaksandoeda,擴散、蔓延（被動）,To get diffused
3062,경력,gyeongryeok,經歷、資歷、履歷,one’s personal history
3063,고통스럽다,gotongseureopda,痛苦、難受,Be painful or torment
3064,곤란하다,gonranhada,困難、為難、棘手,Difficulty or trouble
3065,공중,gongjung,空中、大眾,The air or the sky
3066,공해,gonghae,公害、污染,Environmental pollution
3067,귀찮다,gwichanta,厭煩、麻煩,Annoying irksome
3068,기대다,gidaeda,依靠、倚靠,1) To rely upon or lean upon 2) lean against
3069,깨어나다,kkaeeonada,甦醒、清醒,Return to consciousness
3070,꼽히다,kkophida,被屈指推崇、被評選（被動）,To be elected
3071,대다수,daedasu,大多數、絕大多數,A large majority
3072,듯싶다,deutsipda,似乎、好像,"To be like something, i guess"
3073,먹이,meogi,飼料、食物、獵物,Food
3074,무,mu,白蘿蔔、蘿蔔,Radish
3075,무료,muryo,免費,Free
3076,밉다,mipda,可憎、討厭,Be detestable
3077,발레,balre,芭蕾舞,Ballet
3078,상징하다,sangjinghada,象徵,Symbolize
3079,실현하다,silhyeonhada,實現,"To realize,bring to fruition"
3080,아깝다,akkapda,可惜、捨不得、惋惜,"regrettable,pitiful"
3081,안정되다,anjeongdoeda,穩定、平穩（被動）,To be stable
3082,어리석다,eoriseokda,愚蠢、愚昧,"juvenile,foolish"
3083,엎드리다,eopdeurida,趴下、伏地,"Prostrate oneself, lie on the ground"
3084,여럿,yeoreot,多數、眾多（名詞/代詞）,"many,many people"
3085,연설,yeonseol,演說、演講,A public speech
3086,연필,yeonpil,鉛筆,Pencil
3087,염려,yeomryeo,擔憂、掛念,"anxiety,worry"
3088,우습다,useupda,滑稽、可笑,"To be funny, amusing"
3089,운전,unjeon,駕駛、開車,Driving
3090,익숙하다,iksukhada,熟練、習慣,To become accustomed to
3091,일자,ilja,日期、日程,"A date, the number of days"
3092,잔치,janchi,宴席、宴會,"banquet,feast"
3093,전달되다,jeondaldoeda,被轉達、被傳達（被動）,To be delivered
3094,차다,chada,寒冷、冰冷,"cold,chilly"
3095,치료하다,chiryohada,治療、醫治,"To cure, heal, treat a patient"
3096,칸,kan,欄位、格子、隔間,Blank space
3097,한,han,恨、怨恨、憾恨,"A grudge, rancor"
3098,갈수록,galsurok,越來越、隨著時間流逝,As one goes aong
3099,갖가지,gatgaji,形形色色、各式各樣,A variety of or all sorts
3100,거절하다,geojeolhada,拒絕,Refuse or reject
3101,관광객,gwangwanggaek,觀光客、遊客,A tourist
3102,구별하다,gubyeolhada,區別、辨別,To distinguish between A and B
3103,국,guk,湯、菜湯,Soup or broth
3104,다행,dahaeng,幸運、萬幸,Good luck
3105,마무리,mamuri,結尾、收尾、結束,"Finish, completion"
3106,마주치다,majuchida,偶遇、碰面、相撞,Collide with
3107,막상,maksang,實際上、臨到關頭,"Really, actually"
3108,몸통,momtong,軀幹、身軀,"The trunk,body"
3109,못,mot,釘子 / 湖泊,A nail
3110,묘사하다,myosahada,描寫、描繪,To describe
3111,미술관,misulgwan,美術館,Fine arts museum
3112,베다,beda,割、砍、切 / 枕（枕頭）,"Cut, chop"
3113,보장되다,bojangdoeda,被保障、獲保障（被動）,Be secured
3114,볼,bol,臉頰,Cheek
3115,부분적,bubunjeok,部分的,Departmental
3116,불고기,bulgogi,烤肉,Roast meat
3117,불리다,bulrida,浸泡、發泡（使膨脹）,"soak,steep"
3118,불행,bulhaeng,不幸,Unhappiness
3119,비명,bimyeong,悲鳴、慘叫、尖叫,A scream
3120,순수,sunsu,純粹、純真,"purity,genuineness"
3121,시각,sigak,時刻、時間,The time of day
3122,실질적,siljiljeok,實質的,"substantial,essential"
3123,안개,angae,霧,Fog
3124,여름철,yeoreumcheol,夏季、夏天,Summertime
3125,오로지,oroji,唯有、專門、只,"Only, solely, exclusively"
3126,완성하다,wanseonghada,完成,"To accomplish, to end successfully"
3127,이런저런,ireonjeoreon,形形色色、這般那樣,"This and that, one and another"
3128,임무,immu,任務,"A duty, an office, a task"
3129,자연히,jayeonhi,自然地,Naturally
3130,장난,jangnan,惡作劇、玩笑、玩鬧,"A game,playing"
3131,저런,jeoreon,那樣的、那種,"Such a, that sort of"
3132,전용,jeonyong,專用,Exclusive or private use
3133,지극히,jigeukhi,極其、極端地,"very,extremely"
3134,청하다,cheonghada,請求、懇請,"ask,request"
3135,확정,hwakjeong,確定、敲定,"decision,settlement"
3136,가상,gasang,虛擬、假想,Imagination
3137,각자,gakja,各自,Each one or every one
3138,간혹,ganhok,偶爾、有時,Occasionally or at times
3139,개방하다,gaebanghada,開放,To open or to throw open
3140,관계되다,gwangyedoeda,有關聯、受影響（被動）,Be affected or influenced by
3141,국산,guksan,國產,A country’s product
3142,그해,geuhae,當年、那一年,That year
3143,꺼지다,kkeojida,熄滅、消退、沉下,To go or die out
3144,꼭대기,kkokdaegi,頂部、山頂、頂端,The top
3145,끊어지다,kkeuneojida,斷開、斷絕（被動）,To break off or expire or be done with
3146,도,do,道（行政區劃） / 道路,Road
3147,마이크,maikeu,麥克風、話筒,Mike
3148,메우다,meuda,填補、塞滿,"To carry,attach;put on"
3149,면적,myeonjeok,面積,"area,dimensions"
3150,목욕,mogyok,洗澡、沐浴,A bath
3151,반성,banseong,反省,Reflection
3152,벌떡,beoltteok,突然一躍、猛然站起,"Suddenly, abruptly"
3153,보상,bosang,補償、賠償,Compensation
3154,분리되다,bunridoeda,被分離、分開（被動）,To be segregated
3155,빚,bit,債務、欠債,Debt
3156,새기다,saegida,雕刻、刻印、銘記,"To sculpt,engrave"
3157,서민,seomin,平民、老百姓,Common people
3158,석,seok,座位、席位,"A seat,sitting place"
3159,선정하다,seonjeonghada,選定、挑選,"select,choose"
3160,세다,seda,計算、數數,Count
3161,소수,sosu,少數,"A small number, a few"
3162,쇼,syo,表演、秀,Show
3163,수학,suhak,數學,Mathematics
3164,시어머니,sieomeoni,婆婆,one’s husband’s mother
3165,시집,sijip,婆家,one’s husband’s home/family
3166,연간,yeongan,年間、一年內,For a year
3167,영화제,yeonghwaje,電影節,Movie festival
3168,예측하다,yecheukhada,預測、預見,"To predict, forecast"
3169,용도,yongdo,用途,"use,service"
3170,의심,uisim,懷疑、疑惑,A doubt
3171,이동하다,idonghada,移動、遷移,"To move,migrate,travel"
3172,자극하다,jageukhada,刺激,To stimulate
3173,재빨리,jaeppalri,迅速地、敏捷地,"quickly,rapidly"
3174,적합하다,jeokhaphada,適合、切合,"suitability,fitness"
3175,전화번호,jeonhwabeonho,電話號碼,Telephone number
3176,조절하다,jojeolhada,調節、調控,"To regulate,tune"
3177,조정,jojeong,調整、調解,"regulation,control,coordination"
3178,중얼거리다,jungeolgeorida,喃喃自語、低聲嘀咕,Mutter to oneself
3179,지급하다,jigeuphada,支付、發放,"To pay,allow,furnish sth"
3180,확장,hwakjang,擴張、拓展,"expansion, enlargement"
3181,힘차다,himchada,有力、強勁,"Be forcible,powerful"
3182,건조,geonjo,乾燥,Dryness or aridity
3183,고요하다,goyohada,寂靜、平靜,Be quiet or silent or still
3184,그대,geudae,你、您（詩意第二人稱）,You or thou
3185,그립다,geuripda,懷念、想念,Beloved or sweet or affectionate
3186,긋다,geutda,畫（線）、劃（火柴）,1) draw or mark 2) strike
3187,기둥,gidung,柱子、棟樑,A pillar
3188,긴장하다,ginjanghada,緊張,To become tense
3189,날카롭다,nalkaropda,鋒利、尖銳、敏銳,Sharp
3190,논하다,nonhada,議論、討論,"Argue, discuss,debate"
3191,느리다,neurida,緩慢、遲緩,"Be slow, tardy"
3192,도덕,dodeok,道德、倫理,"Morality, ethics"
3193,뒷모습,dwinmoseup,背影,The features of the back side
3194,만,man,"萬（數字 10,000）",10000
3195,만만하다,manmanhada,好欺負、容易應付、柔軟,"Be soft, tender ; to be easy to handle, deal with"
3196,못되다,motdoeda,頑劣、糟糕、變壞,To go wrong
3197,보고하다,bogohada,匯報、報告,Report to a person
3198,사무소,samuso,事務所、辦事處,Office
3199,사촌,sachon,堂/表兄弟姊妹、堂親,a cousin
3200,상,sang,獎品、獎項,A prize
3201,상인,sangin,商人、商販,"merchant,trader"
3202,선언하다,seoneonhada,宣言、宣布,"declare,proclaim,announce"
3203,소원,sowon,願望、心願,one’s desire
3204,수입하다,suiphada,進口、輸入,To import
3205,식다,sikda,冷卻、變涼、平息,"To get cold, cool off"
3206,엿보다,yeotboda,窺視、窺探、等待時機,Wait for an opportunity
3207,완성되다,wanseongdoeda,被完成（被動）,To be accomplished
3208,유적,yujeok,遺跡、古蹟,"Remains, relics,ruins"
3209,일생,ilsaeng,一生、終生,one’s lifetime
3210,입히다,iphida,給...穿衣、施加,"Clothe, dress"
3211,잡아먹다,jabameokda,宰殺吃掉 / 耗費（時間/金錢）,Slaughter and eat
3212,정보화,jeongbohwa,資訊化,Change to an information orientation
3213,종종,jongjong,時常、常常 / 各種各樣,A variety of things
3214,지갑,jigap,錢包、皮夾,"A purse,wallet"
3215,차다,chada,佩戴、繫上、掛著,"Put on, fasten,wear"
3216,창작,changjak,創作,"Creation, origination"
3217,축소,chukso,縮小、縮減,"Reduction, a cutback"
3218,취향,chwihyang,嗜好、品味、傾向,"Taste, liking, one’s inclinations"
3219,친절하다,chinjeolhada,親切、熱情,"To be kind, to be nice"
3220,카운터,kaunteo,櫃檯,"Counter, where you pay"
3221,탄생하다,tansaenghada,誕生,To be born
3222,하숙집,hasukjip,寄宿家庭、寄宿房,"Dormitory, boarding house"
3223,학급,hakgeup,班級,A class (school)
3224,해군,haegun,海軍,The navy
3225,효율적,hyoyuljeok,有效率的、效益的,"The utility factor, efficiency"
3226,가슴속,gaseumsok,內心深處、心中,one’s heart feelings
3227,간,gan,鹹淡、鹹味、鹽分,A salty taste or saltiness
3228,간판,ganpan,招牌、看板,A signboard
3229,건드리다,geondeurida,觸碰、招惹、撩撥,1) touch or jog 2) irritate or vex
3230,관리하다,gwanrihada,管理、照管、監管,To manage or control or supervise or manage
3231,괴로움,goeroum,痛苦、煩惱,Trouble or annoyance or distress
3232,근거하다,geungeohada,根據、基於,To base sth on sth
3233,금액,geumaek,金額、款項,Amount ofmoney
3234,다행히,dahaenghi,幸好、萬幸地,Fortunately
3235,달래다,dalraeda,安撫、哄勸,Calm down
3236,말리다,malrida,勸阻、阻止,Make stop
3237,맘,mam,心思、心思意念（마음的略語）,Heart
3238,먹다,meokda,吃 / 蒙受（接續助動詞詞根）,"VST + 먹다 , adds no meaning"
3239,명절,myeongjeol,傳統節日、節慶,Festival days
3240,못하다,mothada,不如、比不上,"Be inferior, worse than"
3241,바이올린,baiolrin,小提琴,Violin
3242,밝혀내다,bakhyeonaeda,查明、揭發、查出,To find out
3243,부서지다,buseojida,破碎、破裂（被動）,"Break, be broken"
3244,비행,bihaeng,飛行 / 不良行為,"Flying, aviation"
3245,상관없다,sanggwaneopda,沒關係、無關,To not be of concern
3246,성립하다,seongriphada,成立、形成,"To exist, to come into being"
3247,수명,sumyeong,壽命,Life span
3248,시즌,sijeun,賽季、季節,Season
3249,신기하다,singihada,神奇、奇妙,"To be marvelous,astounding"
3250,업다,eopda,背、負,"To carry on one’s back, to shoulder sth"
3251,예감,yegam,預感,"A presentiment, a premonition"
3252,음식물,eumsingmul,食物、飲食,Anything to eat or drink
3253,자신감,jasingam,自信心,Self-confidence
3254,죄인,joein,罪人、犯人,A criminal
3255,주의하다,juuihada,注意、小心,Pay attention to
3256,준비물,junbimul,準備物品、備品,Stuff that needs to be prepared
3257,천,cheon,布料、布匹,"Cloth, woven stuff"
3258,출입,churip,出入、進出,Coming and going
3259,쾌감,kwaegam,快感、愜意,"A pleasant sensation, a good feeling"
3260,탄생,tansaeng,誕生,Birth
3261,튀다,twida,濺起、彈跳、突顯,"Spring, bound, jump"
3262,하필,hapil,何必、偏偏,Why necessarily? Why of all things?
3263,활용,hwaryong,活用、利用,Practical use
3264,회색,hoesaek,灰色,Gray
3265,거액,geoaek,巨款、大筆資金,A large sum of money
3266,고교,gogyo,高中、高等學校,High school
3267,고집하다,gojiphada,固執、堅持,To be stubborn or persistent
3268,곧잘,gotjal,頗為、蠻會、經常,1) fairly or pretty well 2) frequently or too often
3269,골짜기,goljjagi,山谷、峽谷,A valley or gorge
3270,교훈,gyohun,教訓、訓誡,Edification or giving instructions to
3271,구르다,gureuda,翻滾、打滾,Roll over
3272,글씨,geulssi,字跡、字體,1) Handwriting 2) a letter or an ideograph or a character
3273,노래방,noraebang,卡拉OK、練歌房,Singing room
3274,단편,danpyeon,短篇 / 片段,"A piece, fragment"
3275,대처하다,daecheohada,應對、處置,"Disposal, treatment"
3276,매다,maeda,繫、綁、打（領帶）,Tie
3277,머리카락,meorikarak,頭髮,Headhair
3278,명확하다,myeonghwakhada,明確、確切,"clear,precise"
3279,발걸음,balgeoreum,腳步、步伐,"Gait, step"
3280,발길,balgil,踢、腳步、行蹤,"A kick; walking pace, steps"
3281,벌레,beolre,蟲子、昆蟲,A bug
3282,빼앗기다,ppaeatgida,被奪走、被搶走（被動）,A thing be taken away
3283,생산자,saengsanja,生產者、廠商,A producer
3284,선진,seonjin,先進,"seniority,advance"
3285,성인,seongin,成年人、成人,An adult
3286,소매,somae,袖子 / 零售,1)a sleeve 2) a retail sale
3287,시멘트,simenteu,水泥,Cement
3288,신규,singyu,新設、新規定、新辦,"A new regulation, a new project, sth new on a big scale ; work being done anew"
3289,신청하다,sincheonghada,申請,To apply (for)
3290,실은,sireun,其實、說實話,"In reality, to tell the truth"
3291,심판,simpan,裁判、審判,"referencing,umpireship"
3292,안기다,angida,被擁抱、投入懷抱（被動）,to be embraced by sb (in their arms)
3293,양심,yangsim,良心,Conscience
3294,이사장,isajang,理事長、董事長,A director
3295,이자,ija,利息,Interest
3296,익숙해지다,iksukhaejida,漸漸習慣、變得熟練,To become accustomed to
3297,자세하다,jasehada,詳細、細緻,Be detailed
3298,저거,jeogeo,那個、那件東西,That thing over there
3299,저축,jeochuk,儲蓄、存錢,"savings,saving"
3300,제비,jebi,燕子 / 抽籤,A swallow
3301,제안,jean,提案、提議,"A proposal,suggestion"
3302,제안하다,jeanhada,提議、建議,"To propose,make a suggestion"
3303,증세,jeungse,症狀、病情,"Symptoms, a patient’s condition"
3304,지난날,jinannal,往昔、過去的日子,"Old days, old times"
3305,진급,jingeup,晉升、晉級,Promotion
3306,콩나물,kongnamul,豆芽、黃豆芽,Bean soup
3307,튀어나오다,twieonaoda,跳出、突起、蹦出,"Jump out, spring out"
3308,표준,pyojun,標準、規範,"A standard, norm, criteria"
3309,항구,hanggu,港口、港灣,"A port, a harbor"
3310,허용,heoyong,容許、准許,"Permission, allowance"
3311,헬기,helgi,直升機,Helicopter
3312,간신히,gansinhi,勉強、好不容易,Narrowly or barely. 겨우
3313,갈아입다,garaipda,換衣服,Change one’s clothes
3314,감다,gamda,纏繞、捲繞,Wind up
3315,같이하다,gatihada,一起做、共享,To do together or to share
3316,거짓,geojit,謊言、虛假,Fabrication or fiction
3317,거품,geopum,泡沫、虛浮,Bubble
3318,걸어오다,georeooda,步行而來、走來,Come on foot or walk
3319,공군,gonggun,空軍,The air force
3320,기술자,gisulja,技術員、技師,Technician
3321,나물,namul,野菜、涼拌菜,"Herbs, wild greens"
3322,년생,nyeonsaeng,出生年份（...年生）,Year of birth
3323,달리기,dalrigi,跑步、奔跑,"A run, a spin"
3324,대도시,daedosi,大城市、大都會,Large city
3325,도둑,doduk,小偷、盜賊,"A thief, a burglar"
3326,도전,dojeon,挑戰,"Challenge, defiance"
3327,면,myeon,面（行政區劃，鄉/面）,Subdivision of a county
3328,모자,moja,帽子 / 母子,A hat
3329,보조,bojo,補助、輔助,"assistance,aid"
3330,불리하다,bulrihada,不利,"to be disadvantageous,unfavorable to/for"
3331,불편,bulpyeon,不便、不舒服,Inconvenience
3332,비비다,bibida,揉搓、拌（飯）,"rub,chafe"
3333,사과,sagwa,道歉、謝罪,An apology
3334,살아나다,saranada,復甦、甦醒、起死回生,"revive,be brought back to life"
3335,소파,sopa,沙發,Sofa
3336,속이다,sogida,欺騙、隱瞞,"deceive,cheat"
3337,수면,sumyeon,睡眠 / 水面,"sleep,slumber"
3338,수천,sucheon,數千,Thousands
3339,스무,seumu,二十（純韓文數詞）,20
3340,승부,seungbu,勝負、輸贏,"A contest,match"
3341,시기,sigi,時期、時候 / 嫉妒,"The time, the season"
3342,신념,sinnyeom,信念,"belief,faith"
3343,신입생,sinipsaeng,新生、大一新生,A new student
3344,어린아이,eorinai,小孩、幼童,"A youngster, a child"
3345,어쩐지,eojjeonji,不知怎麼地、怪不得,"(1) somehow, in a strange way ; (2) in combination with an ending giving a reason to place stress on the action of the verb"
3346,여간,yeogan,普通、平常（多加否定表示極其）,"Some, a little (여간 ~지 않다 means very very ~다)"
3347,역,yeok,車站、火車站,A railroad station/depot
3348,연락하다,yeonrakhada,聯絡、聯繫,"To contact, get in touch with"
3349,영향력,yeonghyangryeok,影響力,"Influence, power to influence"
3350,예의,yeui,禮儀、禮貌,"Courtesy, politeness"
3351,이내,inae,以內、之內,"within,less than"
3352,이리저리,irijeori,這兒那兒、到處,"This way and that, here and there"
3353,인간적,inganjeok,充滿人情味的、人性的,Personal
3354,인사하다,insahada,打招呼、行禮、問候,"To greet, say hello"
3355,임금,imgeum,君王、國王 / 工資,"A king, ruler,sovereign"
3356,잘나다,jalnada,出眾、了不起、英俊,"To be handsome,excellent"
3357,재능,jaeneung,才能、才華,"talent,ability"
3358,지불하다,jibulhada,支付、繳納,To pay
3359,파출소,pachulso,派出所,"Small, local police box"
3360,판,pan,木板、版,Board
3361,한문,hanmun,漢文、古文,"Chinese writing, chinese classics"
3362,건네주다,geonnejuda,遞給、交給,To pass over or to put on the other side (of a river)
3363,결승,gyeolseung,決賽、決戰,The decision of the final round of a contest
3364,공공,gonggong,公共、公眾,The public or the common
3365,교양,gyoyang,教養、修養、文化,Culture or education
3366,국왕,gugwang,國王、君主,A king or a monarch
3367,규칙적,gyuchikjeok,規律的、規則的,Be regular or systematic
3368,극복,geukbok,克服,Conquest or subjugation
3369,글쎄요,geulsseyo,這個嘛、很難說,Now or well or let me see
3370,내려지다,naeryeojida,被降下、下達（被動）,To become lower
3371,냉동,naengdong,冷凍,Refrigeration
3372,녹다,nokda,融化、融解,To melt
3373,대개,daegae,大多數、大體上,"Mostly, for the most part"
3374,배추,baechu,大白菜,Chinese cabbage
3375,센터,senteo,中心、中心處,Center
3376,수염,suyeom,鬍鬚、鬍子,Beard
3377,수집하다,sujiphada,收集、蒐集,To collect
3378,승객,seunggaek,乘客,Passenger
3379,싱싱하다,singsinghada,新鮮、水靈,"Be fresh, full of life"
3380,아아,aa,啊啊（感嘆詞）,Oh-oh!
3381,어리다,eorida,泛起、含著（淚光）,one’s eyes dim with tears
3382,여권,yeogwon,護照,A passport
3383,열쇠,yeolsoe,鑰匙,Lock
3384,오렌지,orenji,柳橙、柳丁,Orange
3385,외모,oemo,外貌、容貌,Outward appearance
3386,인공,ingong,人工、人造,"Art, human skill"
3387,잠자리,jamjari,睡床、寢床 / 蜻蜓,Bed
3388,장남,jangnam,長子、大兒子,The eldest son
3389,저마다,jeomada,各自、每個人,"Each one, everyone"
3390,전국적,jeongukjeok,全國性的,National
3391,전반,jeonban,全盤、全面,"The whole, all, general"
3392,제자리,jejari,原位、本來的位置,The proper/original place
3393,지루하다,jiruhada,乏味、無聊,Be tedious
3394,척,cheok,艘（船隻量詞）,A few ships (vessels)
3395,포도주,podoju,葡萄酒、紅酒,Grape wine
3396,학술,haksul,學術,"Science, learning, scolarship"
3397,혈액,hyeoraek,血液,Blood
3398,화살,hwasal,箭、箭矢,An arrow
3399,화재,hwajae,火災、失火,"A fire, a blaze"
3400,가르다,gareuda,分開、劃分、分辨,1) split or divide 2) distribute or share 3) distinguish or separate
3401,각각,gakgak,各個、各自,Each and every
3402,간격,gangyeok,間隔、間距,A space or interval
3403,고함,goham,大喊、呼喊、咆哮,A shout or yell
3404,공격하다,gonggyeokhada,攻擊、進攻,To attack
3405,그놈,geunom,那個傢伙、那小子,That person or that guy
3406,기록되다,girokdoeda,被記錄、載入（被動）,To be recorded or written down
3407,끝없다,kkeuteopda,無休止、無止境,Endless or unfathomable
3408,끼어들다,kkieodeulda,插嘴、插隊、插足,Interrupt
3409,노선,noseon,路線,Route
3410,답,dap,答案、答覆,Answer
3411,대사,daesa,台詞、對話 / 大使,"Speech, dialogue"
3412,도망치다,domangchida,逃跑、逃走,To make an escape
3413,독서,dokseo,讀書、閱讀,Reading
3414,땅속,ttangsok,地下、泥土中,In the soil
3415,벌금,beolgeum,罰金、罰款,A fine
3416,복,bok,福氣、福祉,"luck,happiness"
3417,봉사,bongsa,奉獻、服務 / 盲人,"service,attendance"
3418,부서,buseo,部門、崗位,"one’s post,duty"
3419,성,seong,城堡、要塞 / 姓氏,"castle,fortress"
3420,소형,sohyeong,小型,Small size
3421,신인,sinin,新人、新人演員,A new man
3422,악몽,angmong,噩夢,Nightmare
3423,안내,annae,導覽、引導、接待,"Guidance, conducting"
3424,앞뒤,apdwi,前後,Before and behind
3425,언덕,eondeok,山丘、丘陵、山坡,A hill
3426,열정,yeoljeong,熱情、激情,Passion
3427,오페라,opera,歌劇,An opera
3428,입맛,immat,胃口、食慾、口味,"Appetite, taste, palate"
3429,재즈,jaejeu,爵士樂,Jazz
3430,적응하다,jeogeunghada,適應,"Be suited to, adapted to"
3431,절대,jeoldae,絕對,Absoluteness
3432,접시,jeopsi,碟子、盤子,"A plate,platter"
3433,제공,jegong,提供、供應,An offer
3434,지나치다,jinachida,過度、過分 / 經過,"Go too far, to go to extremes"
3435,참가,chamga,參加、參與,"participation,joining"
3436,체중,chejung,體重,Body weight
3437,추석,chuseok,中秋節,Korean thanksgiving
3438,충돌,chungdol,衝突、相撞,"A collision, clash; discord"
3439,통로,tongro,通道、走廊、走道,"A passage, a way, an aisle"
3440,포장,pojang,包裝 / 鋪設,"packing,wrapping"
3441,해소,haeso,消除、緩解、解除,"Dissolution, disorganization"
3442,현관,hyeongwan,玄關、正門門廳,"The porch, the entrance"
3443,현대인,hyeondaein,現代人,A modern person
3444,혜택,hyetaek,惠澤、優惠、好處,"A favor, benefit"
3445,호수,hosu,湖泊、湖,A lake
3446,확,hwak,猛然、撲鼻、一下子,"With a burst, great puff"
3447,건너가다,geonneogada,渡過、越過（過河/街）,To cross or go over (river or street)
3448,골고루,golgoru,均勻地、平均地,Evenly or among all indiscriminately
3449,구석구석,guseokguseok,每個角落、處處,Every nook and corner
3450,그제서야,geujeseoya,直到那時、這才,Then
3451,껌,kkeom,口香糖,Gum
3452,녹색,noksaek,綠色,Green
3453,막내,mangnae,老么、排行最小的孩子,The lastborn
3454,반복되다,banbokdoeda,被反覆、重復（被動）,To be repeated
3455,발전,baljeon,發電 / 發展,Generate electricity
3456,방해,banghae,妨礙、干擾,"An obstacle, hindrance"
3457,번호,beonho,號碼、編號,A number
3458,벼,byeo,水稻、稻子,A rice plant
3459,본인,bonin,本人、當事人,Person in question
3460,상점,sangjeom,商店、店鋪,"A shop,store"
3461,수백,subaek,數百,Hundreds
3462,실장,siljang,室長、主管,"boss,president"
3463,쓸쓸하다,sseulsseulhada,寂寞、淒涼,"Be lonely,lonesome"
3464,악수,aksu,握手 / 臭棋,Handshake
3465,애,ae,焦急、心力 / 小孩,"Troubles, worries"
3466,어지럽다,eojireopda,頭暈、暈眩 / 混亂,"To be dizzy 2) to be in chaos, disorganized"
3467,어찌하다,eojjihada,如何是好、不知所措,"Be subject to an attack of vertigo (figuratively), to not know what the hell is going on or what to do."
3468,예정되다,yejeongdoeda,預定、排定（被動）,"Make a program, set a schedule"
3469,이중,ijung,雙重、二重,"duplication,double"
3470,인원,inwon,人員、人數,The number of persons
3471,인정받다,injeongbatda,獲得認可、受肯定,To receive recognition
3472,인터뷰,inteobyu,採訪、訪談、面試,Interview
3473,입학하다,iphakhada,入學,To enter/be admitted into a school
3474,자랑,jarang,自豪、驕傲、誇耀,Pride
3475,저것,jeogeot,那個、那樣東西,That thing over there
3476,정문,jeongmun,正門、大門,"The front gate,main entrance"
